TEXT	Sentiment	
killing 'Iowa' 'cop' 'TODAY' 'male' 'suspect' 'incident' 'Wednesday' 'killing' 'police' 'officer' 'Des' 'metro' 'area' 'suspect' 'wa' 'Scott' 'Michael' 'Greene' 'police' 'spokesman' 'Chad' 'Underwood' 'police' 'Greene' 'wa' 'last' 'blue' 'Ford' 'Iowa' 'plate' 'armed' 'dangerous' 'wa' 'custody' 'Dallas' 'County' 'Sheriff' 's' 'Department' 'rural' 'road' 'mile' 'police' 'Greene' 'down' 'passing' 'Department' 'Natural' 'officer' 'ID' 'officer' 'call' 'police' 'No' 'shot' 'wa' 'struggle' 'police' 'suspect' 'wa' 'ambulance' 'Des' 'unknown' 'injury' 'late' 'morning' 'news' 'conference' 'police' 'slain' 'officer' 'Police' 'Officer' 'Martin' 'Des' 'police' 'Anthony' 'attack' 'CT' 'police' 'department' 'city' 'report' 'gunfire' 'intersection' 'Street' 'Aurora' 'Avenue' 'first' 'officer' 'scene' 'found' 'Martin' 'fatally' 'minute' 'later' 'mile' 'away' 'wa' 'wa' 'shot' 'intersection' 'Merle' 'Hay' 'Road' 'Sheridan' 'report' 'first' 'officer' 's' 'wa' 'Iowa' 'Methodist' 'Medical' 'Center' 'Scott' 'Michael' 'Greene' 'Photo' 'Des' 'Police' 'officer' 'down' 'patrol' 'It' 't' 'wa' 'interaction' 'officer' 'coward' 'shot' 'visibly' 'emotional' 'reporter' 'In' 'appearance' 'officer' 'Officer' 'Des' 'shot' 'Daniel' 'November' 'police' 'officer' 'being' 'out' 'up' 'patrol' 'officer' 'so' 'none' 'street' 's' 'clear' 'present' 'danger' 're' 'police' 'officer' 'not' 'offer' 'many' 'detail' 'investigator' 'suspect' 'Underwood' 'wa' 'series' 'lead' 'series' 'news' 'conference' 'police' 'still' 'member' 'slain' 'officer' 'withhold' 'officer' 'name' 'year' 'service' 'other' 'detail' 'later' 'day' 'General' 'killing' 'violence' 'ha' 'place' 'Let' 'me' 'be' 'clear' 'message' 'murder' 'attorney' 'general' 'distrust' 'law' 'enforcement' 'many' 'community' 'country' 'Violence' 'only' 'A' 'Des' 'police' 'officer' 'wa' 'found' 'fatally' 'shot' 'vehicle' 'intersection' 'Merle' 'Hay' 'Road' 'Sheridan' 'Avenue' 'Des' 'Wednesday' 'Photo' 'Des' 'Register' 'first' 'time' 'Des' 'ha' 'police' 'officer' 'shot' 'line' 'duty' 'officer' 'down' 'separate' 'incident' 'Des' 'officer' 'Farrell' 'Carlos' 'earlier' 'year' 'vehicle' 'wa' 'head-on' 'drunk' 'killing' 'officer' 'be' 'city' 's' 'first' 'officer' 'shot' 'line' 'duty' 'Underwood' 'news' 'conference' 'community' 'support' 'department' 'lost' 'Farrell' 'well' 'tragedy' 'I' 'don' 't' 'even' 'know' 'begin' 'bad' 'year' 'do' 'come' 'day' 'day' 'out' 'go' 'out' 'provide' 'same' 'level' 'service' 's' 'personal' 'professional' 'investigate' 'scene' 'Merle' 'Hay' 'Sheridan' 'officer' 'wa' 'found' 'shot' 'Wednesday' 'Iowa' 'Terry' 'attack' 'officer' 'attack' 'public' 'call' 'support' 'law' 'enforcement' 'official' 'bringing' 'suspect' 'prayer' 'go' 'out' 'police' 'officer' 'tragically' 'line' 'duty' 'well' 'officer' 'continue' 'put' 's' 'Ernst' 'prayer' 'officer' 'investigation' 'still' 'unfolding' 'be' 'ambush' 'attack' 'police' 'line' 'duty' 'attack' 'community' 'large' 'men' 'woman' 'risk' 'day' 'protect' 'u' 'Ernst' 'wa' 'act' 'violence' 'not' 'be' 'Haley' 'report' 'Des' 'Register' 'Twitter' 'report' 'TODAY' 'Va' 	neg	
Oregon 'jail' 'Nevada' 'Marshals' 'last' 'federal' 'conspiracy' 'weapon' 'charge' 'takeover' 'National' 'Wildlife' 'Refuge' 'custody' 'downtown' 'Portland' 'jail' 'County' 'Detention' 'Center' 'Wednesday' 'custody' 'Marshals' 'Service' 'jail' 'spokeswoman' 'being' 'Nevada' 're' 'people' 'federal' 'charge' 'federal' 'right' 'father' 's' 'ranch' 'Nevada' 'face' 'count' 'extortion' 'obstruction' 'justice' 'conspiracy' 'commit' 'offense' 'conspiracy' 'impede' 'federal' 'officer' 'assault' 'federal' 'officer' 'federal' 'officer' 	pos	
threat 'Hillary' 'hint' 'second' 'war' 'Trump' 'win' 'speaking' 'Cincinnati' 'Monday' 'Democrat' 'Hillary' 'Clinton' 'second' 'war' 'GOP' 'nominee' 'Trump' 'win' 'He' 'ha' 'dark' 'divisive' 'vision' 'America' 'tear' 'country' 'Clinton' 'Cincinnati' 'Ohio' 'Halloween' 'specifically' 'War' 'country' 'similar' 'threat' 'Trump' 'Abraham' 'Lincoln' 'house' 'not' 'stand' 'wa' 'greatest' 'challenge' 'challenge' 'war' 'voter' 'wa' 'time' 'country' 'take' 'division' 'country' 'seriously' 'also' 'have' 'take' 'stock' 'today' 'kind' 'division' 'need' 'be' 'bring' 'people' 'together' 'admit' 'side' 'ha' 'America' 'race' 'class' 'gender' 'also' 'Trump' 'start' 'nuclear' 'war' 'foreign' 'skin' 'I' 'know' 'discussion' 'be' 'I' 'don' 't' 'so' 'Kent' 'Ohio' 'earlier' 'day' 'Barracuda' 'Brigade' 'especially' 'Clinton' 'other' 'side' 'message' 'hope' 'fact' 'more' 'same' 'Trump' 'ha' 'great' 'deal' 'time' 'policy' 'Clinton' 'have' 'fingerpointing' 'have' 'ask' 'wa' 'Clinton' 's' 'hint' 'threat' 	pos	
militia 'trouble' 'presidential' 'election' 'Georgia' 'country' 'road' 'member' 'Percent' 'Security' 'Force' 'have' 'rifle' 'practice' 'impromptu' 'campaign' 'Republican' 'presidential' 'candidate' 'Trump' 'many' 'people' 'Trump' 'Hill' 'go' 'code' 'name' 'shout' 'dozen' 'militia' 'member' 'response' 'sunlight' 'tree' 'last' 'weekend' 'most' 'presidential' 'election' 'recent' 'memory' 'conclusion' 'militia' 'group' 'possibility' 'election' 'day' 'victory' 'Democrat' 'Hillary' 'Clinton' 'won' 't' 'fire' 'first' 'shot' 're' 'not' 'leave' 'gun' 'home' 'either' 's' 'campaign' 'ha' 'militia' 'member' 'Hill' 'admire' 'Republican' 'mogul' 's' 'promise' 'deport' 'illegal' 'immigrant' 'country' 'build' 'Mexico' 'Trump' 'ha' 'repeatedly' 'election' 'be' 'ha' 'not' 'result' 'doe' 'not' 'win' 'At' 'least' 'paramilitary' 'group' 'Oath' 'ha' 'member' 'monitor' 'sign' 'fraud' 'paramilitary' 'group' 'first' 'prominence' 'early' 'confrontation' 'Ruby' 'Ridge' 'Idaho' 'Waco' 'Texas' 'militia' 'sympathizer' 's' 'bombing' 'federal' 'office' 'building' 'Oklahoma' 'City' 'people' 'number' 'attack' 'have' 'recent' 'year' 'President' 'gun' 'erode' 'power' 'local' 'government' 'Poverty' 'Law' 'Center' 'track' 'extremist' 'group' 'estimate' 'active' 'militia' 'last' 'year' 'up' 'recent' 'year' 'group' 'have' 'federal' 'authority' 'series' 'dispute' 'western' 'Federal' 'official' 'more' 'clash' 'come' 'militant' 'conspiracy' 'charge' 'federal' 'refuge' 'Oregon' 'Clinton' 'push' 'county' 'further' 'last' 'chance' 'save' 'America' 'ruin' 'Hill' 'I' 'm' 'I' 'wa' 'able' 'survive' 'suffer' 'eight' 'year' 'Hillary' 'be' 'more' 'Oath' 'force' 'sent' 'member' 'race' 'riot' 'Missouri' 'member' 'last' 'week' 'monitor' 'election' 'day' 'sign' 'fraud' 'south' 'Atlanta' 'Percent' 'Security' 'Force' 'day' 'turn' 'automatic' 'pistol' 'target' 'range' 'approval' 'blast' 'member' 's' 'high-powered' 'rifle' 'down' 'tree' 'group' 'independently' 'movement' 'call' 'member' 'defend' 'individual' 'right' 'face' 'see' 'federal' 'government' 'movement' 'draw' 'name' 'notion' 'more' 'American' 'population' 'Revolutionary' 'War' 'Britain' 'war' 'game' 'Hill' 'plan' 'possible' 'march' 'Washington' 'Clinton' 'win' 't' 'want' 'member' 'way' 'protester' 'need' 'be' 'group' 'not' 'act' 'President' 'Clinton' 'try' 'disarm' 'gun' 'owner' 'I' 'be' 'render' 'assistance' 'countryman' 'being' 'I' 'fight' 'I' 'kill' 'I' 'die' 'process' 'Hill' 'militia' 'several' 'year' 's' 'candidacy' 'ha' 'extremist' 'group' 'speak' 'more' 'openly' 'rule' 'law' 'Poverty' 'Law' 'Center' 'Prior' 'campaign' 'season' 'idea' 'sort' 'political' 'American' 'political' 'Now' 'idea' 'past' 'week' 'Trump' 'supporter' 'have' 'violence' 'Trump' 'I' 'm' 'musket' 'former' 'Illinois' 'Representative' 'Twitter' 'last' 'week' 'Conservative' 'commentator' 'Wayne' 'Root' 'Clinton' 's' 'death' 'speaking' 'Trump' 'Sunday' 'Georgia' 'Percent' 'Security' 'Force' 'up' 'rifle' 'practice' 'midday' 'sun' 'then' 'further' 'tree' 'tackle' 'obstacle' 'course' 'pistol' 'side' 'ready' 'come' 'building' 'up' 'Marines' 'train' 'try' 'increase' 'operational' 'capability' 'event' 'day' 'never' 'Share' 	neg	
Trump 'KGB' 'Spy' 'In' 'today' 's' 'video' 'Christopher' 'Greene' 'report' 'Hillary' 'Clinton' 'campaign' 'accusation' 'Trump' 'KGB' 'spy' 'claim' 'Salem' 'hunt' 'McCarthy' 'era' 'It' 's' 'only' 'Hillary' 'Clinton' 'conspiracy' 'Citizen' 'Quasar' 'way' 'I' 'see' 'happen' 'Trump' 'win' 'election' 'be' 'electronic' 'voting' 'I' 'have' 'American' 'People' 'election' 'result' 'TSA' 'crotch' 'Somebody' 'bust' 'cap' 'Hillary' 's' 'election' 'be' 	obj	
grant 'Russian' 'citizenship' 'MAIL' 'President' 'Putin' 'off' 'decree' 'Russian' 'citizenship' 'American' 'action' 'actor' 'latest' 'passport' 'Western' 'celebrity' 'Hollywood' 'star' 'Kremlin' 'tough' 'guy' 'Putin' 'have' 'up' 'recent' 'year' 'Russia' 'Moscow' 's' 'annexation' 'Crimea' 'Ukraine' 'He' 'wa' 'period' 'be' 'citizenship' 'Kremlin' 'spokesman' 'journalist' 'He' 'well' 'country' 'ha' 'never' 'CITIZENSHIP' 'IN' 'U.S.' 'hold' 'dual' 'citizenship' 'such' 'now' 'ha' 'Russia' 'U.S.' 'law' 'doe' 'not' 'mention' 'dual' 'not' 'doe' 'citizen' 'choose' 'other' 'People' 'become' 'U.S.' 'citizen' 'make' 'pledge' 'U.S.' 'previous' 'allegiance' 'more' 'symbolic' 'case' 'U.S.' 'citizen' 'forfeit' 'citizenship' 'citizen' 'nation' 'happen' 'instance' 'American' 'citizen' 'join' 'armed' 'force' 'foreign' 'nation' 'make' 'declaration' 'allegiance' 'foreign' 'state' 'express' 'purpose' 'U.S.' 'latest' 'be' 'Russian' 'citizenship' 'up' 'Putin' 'Veteran' 'French' 'actor' 'Depardieu' 'wa' 'Russian' 'passport' 'star' 'tax' 'exile' 'ire' 'rate' 'hike' 'native' 'country' 'Putin' 'ha' 'also' 'out' 'citizenship' 'American' 'Jones' 'Jr' 'tea' 'Crimea' 'American' 'martial' 'artist' 's' 'fame' 'late' 'early' 'film' 'such' 'Siege' 'Above' 'Law' 'remains' 'hugely' 'popular' 'Europe' 'wa' 'Serbian' 'citizenship' 'January' 'Like' 'Depardieu' 'ha' 'previously' 'out' 'Putin' 'martial' 'art' 'fan' 'other' 'strongman' 'former' 'Soviet' 'Union' 'Russia' 's' 'annexation' 'Crimea' 'Putin' 'world' 'leader' 'even' 'blue' 'band' 'Black' 'Sea' 'peninsula' 'In' 'August' 'veteran' 'Alexander' 'eat' 'carrot' 'drew' 	pos	
bionic 'eye' 'implant' 'directly' 'brain' 'TODAY' 'have' 'significant' 'breakthrough' 'human' 'sight' 'woman' 'blind' 'year' 'ha' 'see' 'shape' 'colour' 'bionic' 'eye' 'implant' 'woman' 'wireless' 'visual' 'chip' 'brain' 'University' 'California' 'surgeon' 'first' 'human' 'test' 'product' 'As' 'result' 'see' 'flash' 'line' 'spot' 'signal' 'sent' 'brain' 'woman' 'remain' 'anonymous' 'significant' 'side' 'process' 'device' 'wa' 'part' 'Orion' 'programme' 'Second' 'Sight' 'technology' 'restore' 'sight' 'nerve' 'stimulate' 'brain' 's' 'visual' 'cortex' 'chairman' 'Robert' 'Greenberg' 'not' 'benefit' 'Argus' 'II' 'retinal' 'system' 'wa' 'unveiled' 'Manchester' 'Royal' 'Eye' 'Hospital' 'last' 'year' 'ha' 'application' 'patient' 'retinal' 'cell' 'new' 'system' 'go' 'further' 'signal' 'directly' 'brain' 'It' 'ha' 'potential' 'restore' 'sight' 'have' 'completely' 'blind' 'virtually' 'reason' 'glaucoma' 'cancer' 'diabetic' 'retinopathy' 'trauma' 'manufacturer' 'next' 'connect' 'implant' 'camera' 'glass' 'company' 'plan' 'seek' 'FDA' 'approval' 'get' 'go' 'conduct' 'result' 'Based' 'result' 'stimulation' 'visual' 'cortex' 'ha' 'potential' 'restore' 'useful' 'vision' 'blind' 'independence' 'quality' 	pos	
Express 'Pink' 'singer' 'Waters' 'view' 'come' 'Israeli' 'Apartheid' 'American' 'Express' 'just' 'brick' 'Wall' 'new' 'report' 'Waters' 'lead' 'singer' 'behind' 'Pink' 'lost' 'American' 'Express' 'sponsorship' 'tour' 'month' 'Palestinian' 'end' 'Israel' 's' 'system' 'military' 'occupation' 'same' 'tactic' 'South' 'African' 'Apartheid' 'earlier' 'America' 's' 'Crow' 'Boycott' 'I' 'm' 'send' 'out' 'most' 'love' 'support' 'young' 'people' 'campus' 'university' 'California' 'standing' 'up' 'sister' 'Palestine' 'movement' 'Rogers' 'News' 'hope' 'encourage' 'government' 'Israel' 'end' 'American' 'Express' 'be' 'good' 'idea' 'leak' 'cancellation' 'contract' 'York' 'Post' 'Page' 'Six' 's' 'Smith' 'ha' 'exclusive' 'story' 'huge' 'show' 'company' 'wa' 'sponsor' 'tour' 'out' 'not' 'want' 'be' 'part' 'American' 'Express' 'spokesman' 'paper' 'never' 'Waters' 'tour' 'option' 'making' 'American' 'Express' 'sponsor' 'Waters' 'Desert' 'Trip' 'senior' 'set' 'Young' 'Bob' 'Dylan' 'Paul' 'McCartney' 'Rolling' 'comment' 'support' 'human' 'right' 'even' 'American' 'Express' 'go' 'out' 'way' 'bash' 'Waters' 'huge' 'American' 'Express' 's' 'decision' 'come' 'even' 'Waters' 'more' 'mainstream' 'political' 'view' 'performance' 'line' 'child' 'shirt' 'el' 'Tear' 'down' 'He' 'also' 'Trump' 'Klan' 'show' 'floating' 'pig' 'balloon' 'call' 'Republican' 'candidate' 'lying' 'racist' 'sexist' 'pig' 'Waters' 'more' 'mainstream' 'kind' 'leftist' 't' 'make' 'up' 'audacious' 'display' 'human' 'being' 'occupation' 'American' 'Express' 'ha' 'also' 's' 'performance' 'ha' 'art' 'make' 'reference' 'police' 'oppression' 'community' 'color' 'AmEx' 'lost' 'nerve' 'Waters' 'up' 'Palestinian' 'right' 'York' 'Post' 'Waters' 'ha' 'consequence' 'standing' 'up' 'occupation' 'keep' 'silent' 'I' 'have' 'being' 'Nazi' 'past' 'year' 'industry' 'ha' 'particularly' 'recalcitrant' 'even' 'voice' 'Israel' 'I' 'lot' 's' 'public' 'have' 'be' 'Post' 'Waters' 'already' 'famous' 'stake' 't' 'same' 'young' 'artist' 'Update' 'article' 'originally' 'York' 'Post' 'saying' 'sponsorship' 'tour' 'American' 'Express' 'out' 'publication' 'representative' 'u' 'clarification' 'In' 'article' 'American' 'Express' 'Pink' 'singer' 'Waters' 'view' 'mention' 'sponsor' 'best' 'act' 'not' 'sponsor' 'Waters' 'tour' 'Two' 'week' 'time' 'ticket' 'select' 'show' 'do' 'thousand' 'concert' 'different' 'artist' 'year' 'ha' 'ended' 'have' 'plan' 'work' 'artist' 'future' 'See' 'more' 'http' 	pos	
fire 'rubber' 'bullet' 'pipeline' 'protester' 'riot' 'shot' 'rubber' 'bullet' 'pepper' 'spray' 'demonstrator' 'call' 'water' 'protector' 'shoreline' 'Creek' 'north' 'Standing' 'Rock' 'Sioux' 'Indian' 'Reservation' 'Wednesday' 'few' 'relatively' 'peaceful' 'day' 'campground' 'thousand' 'have' 'demonstrate' 'North' 'Dakota' 'oil' 'pipeline' 'demonstrator' 'put' 'out' 'call' 'social' 'medium' 'make' 'way' 'action' 'do' 'so' 'Standing' 'Rock' 'protect' 'water' 'pipeline' 'really' 'close' 'now' 'so' 's' 'crunch' 'shoreline' 'drum' 'base' 'hill' 'police' 'wa' 'Erin' 'wa' 'shot' 'back' 'rubber' 'bullet' 'standing' 'shoreline' 'opposite' 'police' 'camp' 'shoreline' 'confrontation' 'law' 'enforcement' 'bridge' 'demonstrator' 'access' 'I' 'wa' 'shot' 'point' 'blank' 'range' 'physically' 'water' 'protector' 'wa' 'also' 'shot' 'twice' 'point' 'blank' 'range' 'rubber' 'bullet' 'hit' 'water' 'not' 'press' 'release' 'Morton' 'County' 'Sheriff' 's' 'Department' 'ammunition' 'control' 'situation' 'bottle' 'officer' 'police' 'line' 'police' 'line' 'also' 'pepper' 'spray' 'tear' 'disperse' 'group' 'protester' 'water' 'camp' 'officer' 'release' 'law' 'enforcement' 'protester' 'leave' 'area' 'return' 'camp' 'demonstrator' 'be' 'back' 'police' 'wa' 'provocation' 'kind' 'film' 'director' 'Fox' 'wa' 'also' 'scene' 'police' 'pepper' 'people' 'enforcement' 'vehicle' 'personnel' 'have' 'shoreline' 'question' 'number' 'day' 'hill' 'ground' 'Standing' 'Rock' 'Sioux' 'Monday' 'people' 'water' 'protector' 'creek' 'hill' 'request' 'law' 'enforcement' 'move' 'off' 'area' 'Morton' 'County' 'Sheriff' 's' 'Department' 'public' 'information' 'officer' 'police' 'criminal' 'trespass' 'private' 'Department' 'U.S.' 'Army' 'Corps' 'Morton' 'County' 'order' 'remove' 'pedestrian' 'bridge' 'arrest' 'individual' 'cross' 'criminal' 'trespass' 'I' 'wa' 'line' 'officer' 'I' 'felt' 'someone' 'mallet' 'back' 'It' 'me' 'I' 'I' 'idea' 'wa' 'officer' 'gun' 'direction' 'County' 'situation' 'press' 'release' 'protester' 'activity' 'numerous' 'federal' 'member' 'Walker' 'River' 'Paiute' 'Tribe' 'Standing' 'Rock' 'protect' 'water' 'child' 'grandchild' 'News' 'Wednesday' 's' 'law' 'enforcement' 'construction' 'pipeline' 'lot' 'lot' 'traditional' 'ecological' 'knowledge' 'have' 'Standing' 'Rock' 'ha' 'show' 'have' 'ceremonial' 'up' 'hill' 'center' 'last' 'big' 'clash' 'police' 'demonstrator' 'place' 'October' 'protester' 	pos	
FBI 's' 'Clinton' 'Foundation' 'Probe' 'Will' 'Lead' 'Indictment' 'TIMES' 'FBI' 'investigation' 'Clinton' 'Foundation' 'likely' 'lead' 'source' 'federal' 'law' 'enforcement' 'source' 'probe' 'Clinton' 'Foundation' 'very' 'high' 'priority' 'Fox' 'News' 'Wednesday' 'news' 'separate' 'source' 'within' 'have' 'several' 'people' 'foundation' 'case' 'possible' 'link' 'state' 'Hillary' 'Clinton' 'Clinton' 'Foundation' 'White' 'Collar' 'Crime' 'division' 'FBI' 'investigation' 'new' 'information' 'day' 'source' 'Fox' 'News' 'meanwhile' 'Fox' 'FBI' 'significant' 'amount' 'evidence' 'even' 'email' 'National' 'Committee' 'Clinton' 'campaign' 'FBI' 'case' 'interview' 'same' 'people' 'third' 'time' 'report' 'also' 'Hillary' 'Clinton' 'aide' 'previous' 'interview' 'air' 'Fox' 'News' 'reporter' 'unnamed' 'source' 'Clinton' 's' 'private' 'email' 'ha' 'least' 'separate' 'foreign' 'intelligence' 'I' 'again' 'again' 'very' 'issue' 'source' 'Yes' 'investigation' 'continue' 'Clinton' 'defeat' 'Trump' 'Election' 'Day' 'Fox' 'News' 'barring' 'obstruction' 'way' 'continue' 	pos	
proxy 'war' 'Syria' 'Russia' 'Iran' 'Despite' 'humanitarian' 'motif' 'action' 'Syria' 'undermine' 'power' 'Russia' 'Iran' 'Washington' 'directly' 'terrorist' 'Syrian' 'President' 'ha' 'secret' 'collaboration' 'terrorist' 'reason' 'attempt' 'political' 'transition' 'Syria' 'have' 'so' 'far' 'Syrian' 'Serbian' 'newspaper' 'interview' 'wa' 'also' 'Syria' 's' 'SANA' 'news' 'Supporting' 'terrorist' 'war' 'attrition' 'Syria' 'Iran' 'Russia' 's' 's' 'not' 'only' 'attempt' 'political' 'political' 'initiative' 'failure' 'wa' 'blame' 'Syrian' 'president' 'wa' 'deal' 'Russia' 'September' 'wa' 'pave' 'way' 'truce' 'Syria' 'In' 'practice' 'agreement' 'wa' 'group' 'very' 'convince' 'so-called' 'moderate' 'opposition' 'stick' 'bargain' 'separate' 'terrorist' 'then' 'be' 'legitimate' 'target' 'joint' 'air' 'campaign' 'Washington' 't' 'promise' 'however' 'Syrian' 'president' 'wa' 'not' 'Washington' 'deal' 'first' 'place' 'ask' 'only' 'terrorist' 'bad' 'situation' 'not' 'civilian' 'try' 'use' 'order' 'support' 'terrorist' 'logistic' 'support' 'armament' 'money' 'order' 'become' 'again' 'support' 'terrorist' 'group' 'go' 'such' 'Turkey' 'Saudi' 'Arabia' 'Qatar' 'occasionally' 'provide' 'direct' 'support' 'even' 'State' 'formerly' 'group' 'coalition' 'wa' 'supposedly' 'defeat' 'An' 'example' 'American' 'attack' 'Syrian' 'Army' 'truce' 'wa' 'force' 'result' 'mistake' 'very' 'big' 'area' 't' 'attack' 'building' 'say' 'big' 'hill' 'not' 'other' 'group' 'hill' 'In' 'ISIS' 'hill' 'It' 'mean' 'ISIS' 'force' 'attack' 'hill' 'ISIS' 'know' 'attack' 'Syrian' 'position' 'It' 'mean' 'ready' 'mask' 'Yugoslavia' 'Afghanistan' 'Iraq' 'Western' 'medium' 'currently' 'civilian' 'Syria' 'atrocity' 'Syrian' 'government' 'justify' 'involvement' 'war' 'mean' 'White' 'House' 'interview' 'have' 'black-and-white' 'picture' 'very' 'very' 'bad' 'guy' 'very' 'very' 'good' 'guy' 'It' 's' 'narrative' 'George' 'Bush' 'war' 'Iraq' 'Afghanistan' 'war' 'country' 'ha' 'same' 'way' 'humanitarian' 'war' 'West' 'intervene' 'order' 'protect' 'community' 'other' 'community' 'Balkan' 'partitioning' 'Yugoslavia' 'So' 'many' 'people' 'world' 'story' 'same' 'Syria' 'use' 'same' 'mask' 'humanitarian' 'part' 'government' 'force' 'West' 'atrocity' 'opposition' 'president' 'terrorist' 'last' 'day' 'more' 'innocent' 'civilian' 'Aleppo' 'more' 'don' 't' 'read' 'Western' 'mainstream' 'medium' 'only' 'single' 'out' 'picture' 'incident' 'area' 'control' 'terrorist' 'use' 'political' 'order' 'condemn' 'blame' 'Syrian' 'government' 'not' 'don' 't' 'care' 'child' 'innocent' 'civilization' 'only' 'care' 'serve' 'Syrian' 'president' 't' 'expect' 'approach' 'Syria' 'change' 'win' 'presidential' 'election' 'next' 'week' 'newspaper' 'Hillary' 'Clinton' 'Trump' 'be' 'bad' 'country' 'don' 't' 'see' 'good' 'sign' 'change' 'dramatically' 'policy' 's' 'obey' 'international' 'law' 'care' 'Nation' 's' 'Charter' 'It' 's' 'not' 's' 'be' 'president' 'difference' 'be' 'very' 'minimal' 'be' 'leave' 'own' 'fingerprint' 'personal' 'fingerprint' 't' 'mean' 'change' 'policy' 's' 'don' 't' 'pin' 'hope' 'don' 't' 'waste' 'time' 'year' 'interference' 'stop' 'war' 'assessment' 'Syria' 'settle' 'problem' 'foreign' 'interference' 'take' 'more' 'year' 'end' 'conflict' 'not' 'very' 'course' 'not' 'realistic' 'know' 'undermine' 'position' 'great' 'power' 'world' 'Syria' 'Saudi' 'Arabia' 'ha' 'destroy' 'Iran' 'year' 'now' 'Syria' 'be' 'place' 'way' 'situation' 'foreign' 'power' 'leave' 'Syria' 'don' 't' 'have' 'problem' 'president' 'Syria' 'ha' 'multiethnic' 'entity' 'century' 'ha' 'significant' 'experience' 'difference' 'different' 'color' 'different' 'ethnicity' 'won' 't' 'have' 'Syria' 'So' 'Syrian' 'citizen' 'fully' 'free' 'ritual' 'tradition' 'He' 'be' 'free' 'order' 'have' 'stable' 'country' 'won' 't' 'have' 'stable' 'country' 'war' 'ha' 'huge' 'ordeal' 'Syrian' 'ha' 'nation' 'more' 'united' 'not' 'war' 't' 'tell' 'difference' 'being' 'fanatic' 'being' 'extremist' 'being' 'extremist' 'being' 'terrorist' 't' 'clear' 'many' 'president' 'war' 'destruction' 'heavy' 'price' 'Syrian' 'many' 'lesson' 'now' 'know' 'only' 'way' 'protect' 'country' 'preserve' 'country' 'be' 'homogenous' 'live' 'other' 'integrate' 'accept' 'love' 's' 'I' 'war' 'spite' 'bad' 'aspect' 'war' 'war' 'aspect' 'wa' 'positive' 'Syrian' 'So' 'I' 'm' 'not' 'structure' 'Syrian' 'war' 'I' 's' 'be' 'healthier' 	pos	
nearly 'year' 'TODAY' 'November' 'be' 'nearly' 'year' 'moon' 'slightly' 'closer' 'Earth' 'typically' 'most' 'noticeable' 'same' 'time' 'full' 'moon' 'appear' 'usual' 'NASA' 'word' 'wa' 'astrologer' 's' 'Mark' 'term' 'describe' 'new' 'full' 'moon' 'moon' 'approach' 'Earth' 'astronomy' 'moon' 'moon' 's' 'folklore' 'name' 'November' 'Old' 'Farmer' 's' 'Almanac' 'November' 'moon' 'wa' 'moon' 'partly' 'Algonquin' 'time' 'set' 'trap' 'ensure' 'winter' 'Mary' 'TODAY' 'Twitter' 'Rice' 'Share' 	obj	
crew 'come' 'fire' 'Aleppo' 'militant' 'launch' 'new' 'assault' 'VIDEO' 'TODAY' 's' 'crew' 'fire' 'militant' 'group' 'part' 'city' 'new' 'assault' 'western' 'area' 'break' 'offer' 'leave' 'city' 'arm' 'neighborhood' 'ha' 'relatively' 'quiet' 'past' 'see' 'wa' 's' 'Aleppo' 'still' 'dozen' 'civilian' 'not' 'leave' 'rebel' 'major' 'new' 'offensive' 'part' 'city' 'radio' 'communication' 'Syrian' 'military' 'bomb' 'up' 'very' 'close' 'many' 'landing' 'meter' 'away' 'u' 'Syrian' 'Army' 'crew' 'civilian' 'being' 'area' 'Wednesday' 'Russian' 'military' 'last' 'week' 's' 'attempt' 'militant' 'break' 'city' 'leave' 'Aleppo' 'purpose' 'Syria' 'Aleppo' 'week' 'flurry' 'West' 'civilian' 'casualty' 'city' 'Moscow' 'civilian' 'being' 'militant' 'human' 'shield' 'keep' 'away' 'city' 'offer' 'leave' 'Aleppo' 'Friday' 'wa' 'group' 'part' 'city' 's' 'earlier' 'attempt' 'allow' 'militant' 'leave' 'be' 'Aleppo' 'more' 'belligerent' 'group' 'fire' 'use' 'people' 'unarmed' 'civilian' 	neg	
